name,slice,fxmax,fymax,aR,aA,aI,aJ,bR,bA,bI,bJ,size,bpe,lpe,ef
1024_DFOV_400_IR3.nii.gz,1019,1.28,1.28,81.3,183.9,303,495,72.4,177.5,326,512,54,8.84777e+08,7.22113e+11,0.00122376
