name,slice,fxmax,fymax,aR,aA,aI,aJ,bR,bA,bI,bJ,size,bpe,lpe,ef
1024_DFOV_450_IR3.nii.gz,1350,1.13778,1.13778,70.6,205.4,351,448,65.6,205.5,362,448,20,8.26644e+08,1.62068e+09,0.337774
