name,slice,fxmax,fymax,aR,aA,aI,aJ,bR,bA,bI,bJ,size,bpe,lpe,ef
512_DFOV_500_resampled.nii.gz,1019,0.512,0.512,81.3,183.9,172,249,72.4,177.5,181,256,20,2.03762e+06,1.30501e+10,0.000156114
