name,slice,fxmax,fymax,aR,aA,aI,aJ,bR,bA,bI,bJ,size,bpe,lpe,ef
1024_DFOV_450_IR3_resampled.nii.gz,767,1.024,1.024,77.2,191.9,302,431,77.2,184.3,302,446,30,1.88251e+10,4.48399e+10,0.29569
