name,slice,fxmax,fymax,aR,aA,aI,aJ,bR,bA,bI,bJ,size,bpe,lpe,ef
512_DFOV_300_resampled.nii.gz,1350,0.512,0.512,70.6,205.4,183,227,65.6,205.5,188,227,10,1.33003e+06,3.40472e+08,0.00389123
