File Name,_Water1_b1024,_Water1_e1024,_Water1_b1000,_Water1_e1000,_Water1_be950,_Water1_be856,_Water1_median,_Water1_sd,_Water1_mean,_Water1_mode,_Water1_skew,_Water1_kurt,_Water1_min,_Water1_max,_Water1_tot_vx,_Water2_b1024,_Water2_e1024,_Water2_b1000,_Water2_e1000,_Water2_be950,_Water2_be856,_Water2_median,_Water2_sd,_Water2_mean,_Water2_mode,_Water2_skew,_Water2_kurt,_Water2_min,_Water2_max,_Water2_tot_vx,_LungA_b1024,_LungA_e1024,_LungA_b1000,_LungA_e1000,_LungA_be950,_LungA_be856,_LungA_median,_LungA_sd,_LungA_mean,_LungA_mode,_LungA_skew,_LungA_kurt,_LungA_min,_LungA_max,_LungA_tot_vx,_Air_b1024,_Air_e1024,_Air_b1000,_Air_e1000,_Air_be950,_Air_be856,_Air_median,_Air_sd,_Air_mean,_Air_mode,_Air_skew,_Air_kurt,_Air_min,_Air_max,_Air_tot_vx,_OutsideAir_b1024,_OutsideAir_e1024,_OutsideAir_b1000,_OutsideAir_e1000,_OutsideAir_be950,_OutsideAir_be856,_OutsideAir_median,_OutsideAir_sd,_OutsideAir_mean,_OutsideAir_mode,_OutsideAir_skew,_OutsideAir_kurt,_OutsideAir_min,_OutsideAir_max,_OutsideAir_tot_vx,_NIST4_b1024,_NIST4_e1024,_NIST4_b1000,_NIST4_e1000,_NIST4_be950,_NIST4_be856,_NIST4_median,_NIST4_sd,_NIST4_mean,_NIST4_mode,_NIST4_skew,_NIST4_kurt,_NIST4_min,_NIST4_max,_NIST4_tot_vx,_NIST8_b1024,_NIST8_e1024,_NIST8_b1000,_NIST8_e1000,_NIST8_be950,_NIST8_be856,_NIST8_median,_NIST8_sd,_NIST8_mean,_NIST8_mode,_NIST8_skew,_NIST8_kurt,_NIST8_min,_NIST8_max,_NIST8_tot_vx,_NIST12_b1024,_NIST12_e1024,_NIST12_b1000,_NIST12_e1000,_NIST12_be950,_NIST12_be856,_NIST12_median,_NIST12_sd,_NIST12_mean,_NIST12_mode,_NIST12_skew,_NIST12_kurt,_NIST12_min,_NIST12_max,_NIST12_tot_vx,_NIST14_b1024,_NIST14_e1024,_NIST14_b1000,_NIST14_e1000,_NIST14_be950,_NIST14_be856,_NIST14_median,_NIST14_sd,_NIST14_mean,_NIST14_mode,_NIST14_skew,_NIST14_kurt,_NIST14_min,_NIST14_max,_NIST14_tot_vx,_NIST20_b1024,_NIST20_e1024,_NIST20_b1000,_NIST20_e1000,_NIST20_be950,_NIST20_be856,_NIST20_median,_NIST20_sd,_NIST20_mean,_NIST20_mode,_NIST20_skew,_NIST20_kurt,_NIST20_min,_NIST20_max,_NIST20_tot_vx,_Acrylic_b1024,_Acrylic_e1024,_Acrylic_b1000,_Acrylic_e1000,_Acrylic_be950,_Acrylic_be856,_Acrylic_median,_Acrylic_sd,_Acrylic_mean,_Acrylic_mode,_Acrylic_skew,_Acrylic_kurt,_Acrylic_min,_Acrylic_max,_Acrylic_tot_vx,_Bone20_b1024,_Bone20_e1024,_Bone20_b1000,_Bone20_e1000,_Bone20_be950,_Bone20_be856,_Bone20_median,_Bone20_sd,_Bone20_mean,_Bone20_mode,_Bone20_skew,_Bone20_kurt,_Bone20_min,_Bone20_max,_Bone20_tot_vx,_Bone50_b1024,_Bone50_e1024,_Bone50_b1000,_Bone50_e1000,_Bone50_be950,_Bone50_be856,_Bone50_median,_Bone50_sd,_Bone50_mean,_Bone50_mode,_Bone50_skew,_Bone50_kurt,_Bone50_min,_Bone50_max,_Bone50_tot_vx,_OutsidePhantomAir_b1024,_OutsidePhantomAir_e1024,_OutsidePhantomAir_b1000,_OutsidePhantomAir_e1000,_OutsidePhantomAir_be950,_OutsidePhantomAir_be856,_OutsidePhantomAir_median,_OutsidePhantomAir_sd,_OutsidePhantomAir_mean,_OutsidePhantomAir_mode,_OutsidePhantomAir_skew,_OutsidePhantomAir_kurt,_OutsidePhantomAir_min,_OutsidePhantomAir_max,_OutsidePhantomAir_tot_vx,both_b1024,both_e1024,both_b1000,both_e1000,both_median,both_sd,both_mean,both_mode,both_skew,both_kurt,both_min,both_max,both_tot_vx,left_b1024,left_e1024,left_b1000,left_e1000,left_median,left_sd,left_mean,left_mode,left_skew,left_kurt,left_min,left_max,left_tot_vx,right_b1024,right_e1024,right_b1000,right_e1000,right_median,right_sd,right_mean,right_mode,right_skew,right_kurt,right_min,right_max,right_tot_vx,trachea_b1024,trachea_e1024,trachea_b1000,trachea_e1000,trachea_median,trachea_sd,trachea_mean,trachea_mode,trachea_skew,trachea_kurt,trachea_min,trachea_max,trachea_tot_vx,CF95,CF90,CF80,CF75,CF50,CF20,CF10,CF5,Nyquist Frequency,zCF95,zCF90,zCF80,zCF75,zCF50,zCF20,zCF10,zCF5,zNyquist Frequency,CNR,SNR,CNR-v2,SNR-v2
Z:\SierenLab\FOVKyotoScans\1024IR3rs\1024_DFOV_500_IR3_resampled.nii.gz,0,0,0,0,0,0,-4,32.7597,-4.61845,-10,-0.0216931,0.12323,-139,131,32892,0,0,0,0,0,0,-3,31.9402,-3.00576,2,-0.0137723,0.104142,-139,138,32840,5212,332,18712,762,68858,130436,-659,214.13,-600.106,-716,0.93541,0.570482,-1090,183,2085958,6073,384,18340,583,32568,32868,-1004,22.9444,-1003.89,-1004,-0.00827079,0.0721397,-1100,-917,32868,529358,26373,1299593,34547,2318872,2380780,-1004,27.6565,-1003.63,-1003,0.00595238,0.115961,-1150,-859,2380780,49,3,559,52,12862,32551,-942,26.8537,-942.409,-936,-0.0395961,0.0703299,-1058,-827,32568,0,0,0,0,169,30134,-886,24.4649,-886.407,-880,-0.0129142,0.0910629,-984,-781,33556,0,0,0,0,0,2580,-821,24.5378,-821.232,-824,0.0158132,0.248839,-928,-708,32888,0,0,0,0,0,34,-778,24.351,-778.26,-781,0.0191161,0.119027,-882,-668,32720,0,0,0,0,0,0,-688,27.727,-687.819,-690,0.0211586,0.120693,-802,-568,32944,0,0,0,0,0,0,122,37.0799,121.646,127,-0.0428366,0.0408529,-30,267,33020,0,0,0,0,0,0,215,33.8835,214.907,210,-0.0582008,0.0360271,52,389,32548,0,0,0,0,0,0,673,36.4957,672.562,662,-0.0104578,0.257617,520,847,32556,24103,1446,135583,7816,283858,284048,-1000,1573.3,-1361.12,-8192,-4.11106,14.9025,-8192,-924,284048,0,0,0,0,-636,35.1193,-634.727,-639,0.219976,0.205129,-907,-405,38082236,0,0,0,0,-637,35.003,-635.671,-641,0.238722,0.251447,-907,-405,20127432,0,0,0,0,-635,35.219,-633.667,-638,0.198793,0.159185,-884,-412,17954804,10765,720,35655,1317,-991,27.7214,-990.461,-991,0.0115078,0.0662096,-1113,-856,99296,0.865,1.238,1.816,2.068,3.208,4.84,5.761,6.511,10.24,1.167,1.702,2.586,2.993,5.107,9.374,12.056,14.145,25,2.35659,22.9504,0.0414257,0.403437
Z:\SierenLab\FOVKyotoScans\1024rs\1024_DFOV_200_resampled.nii.gz,0,0,0,0,0,0,-3,59.2478,-4.1969,0,-0.0153838,0.122742,-252,235,32940,0,0,0,0,0,0,-2,58.056,-2.97177,0,-0.0423493,0.100752,-256,252,33258,14512,410,27132,752,65976,144294,-654,216.029,-603.63,-707,0.885641,0.590752,-1167,243,2068991,10445,267,17567,334,29766,33099,-1004,42.4239,-1003.71,-1001,0.0172606,0.0486421,-1178,-840,33108,836646,18331,1303882,20019,2151885,2505655,-1003,50.5818,-1002.97,-1001,-0.00249894,0.098202,-1269,-714,2510928,1589,67,3850,128,14378,31476,-942,49.5206,-942.113,-949,-0.0455,0.0606362,-1155,-736,32703,51,2,194,18,2817,25230,-886,45.3636,-886.58,-884,-0.023983,0.0732521,-1080,-689,33270,0,0,5,0,114,7124,-821,45.4373,-820.599,-822,0.00278212,0.260955,-1015,-606,33000,0,0,0,0,3,1417,-778,45.3182,-777.591,-775,0.00428042,0.0970968,-963,-595,32897,0,0,0,0,0,32,-689,51.5206,-688.01,-689,0.0169367,0.112572,-903,-464,32863,0,0,0,0,0,0,121,66.9865,120.369,126,-0.0216278,0.0461745,-153,389,33042,0,0,0,0,0,0,214,59.4029,213.967,208,-0.0437748,0.0277377,-54,523,32894,0,0,0,0,0,0,672,62.5866,671.819,684,-0.00529881,0.101585,413,958,32880,31,2,60,1,117,146,-657,49.6815,-657.262,-662,-0.15563,1.11485,-1087,-413,264445,0,0,0,0,-638,54.106,-637.314,-637,0.0295385,0.148339,-985,-304,32788189,0,0,0,0,-639,53.8246,-638.391,-641,0.0414861,0.168313,-985,-317,17389574,0,0,0,0,-636,54.3963,-636.098,-637,0.0151007,0.128501,-959,-304,15398615,10079,229,17206,330,-990,48.6935,-991.076,-997,-0.0582305,0.0193924,-1179,-791,41104,0.867,1.239,1.812,2.059,3.166,4.768,5.709,6.467,10.24,1.159,1.68,2.532,2.93,5.111,9.692,12.076,13.884,25,1.30444,12.5997,1.32808,12.828
Z:\SierenLab\FOVKyotoScans\1024rs\1024_DFOV_250_resampled.nii.gz,0,0,0,0,0,0,-4,58.2116,-4.1554,0,-0.0157627,0.121728,-247,229,32940,0,0,0,0,0,0,-2,57.0141,-2.99525,0,-0.0424975,0.0927434,-249,246,33259,13956,448,26612,652,65466,142692,-654,215.377,-603.472,-707,0.887052,0.594461,-1165,240,2069698,10335,308,17615,373,29958,33104,-1004,41.5247,-1003.82,-1000,0.0189736,0.0506827,-1175,-843,33111,829739,18532,1306140,20518,2164633,2506503,-1003,49.5602,-1003.03,-1003,-0.00193498,0.0998693,-1264,-719,2510928,1476,61,3716,113,14376,31555,-942,48.5245,-942.184,-946,-0.0454786,0.0576364,-1148,-741,32705,42,2,160,18,2672,25401,-886,44.4306,-886.688,-876,-0.0213869,0.0713959,-1074,-696,33270,0,0,5,0,101,6949,-821,44.52,-820.617,-813,-0.00140343,0.26053,-1012,-608,33002,0,0,0,0,2,1308,-778,44.4011,-777.646,-783,0.00522546,0.0950494,-959,-599,32897,0,0,0,0,0,22,-689,50.4838,-688.104,-689,0.015372,0.109855,-897,-470,32864,0,0,0,0,0,0,121,65.7732,120.542,113,-0.0255363,0.0437805,-147,384,33040,0,0,0,0,0,0,215,58.3413,214.043,208,-0.0464518,0.025433,-49,518,32893,0,0,0,0,0,0,672,61.4356,671.899,651,-0.00664512,0.106393,417,954,32879,50580,2492,125567,3728,253467,266972,-998,29.9145,-998.333,-1000,-0.00354718,0.0252542,-1135,-851,266973,0,0,0,0,-637,53.2873,-636.39,-635,0.0309663,0.143872,-980,-302,35820875,0,0,0,0,-638,53.0663,-637.226,-640,0.0425893,0.160824,-980,-302,18988522,0,0,0,0,-636,53.5198,-635.447,-635,0.0173173,0.126783,-954,-312,16832353,10193,289,17767,339,-990,47.7579,-990.693,-987,-0.049042,0.0267545,-1175,-796,42804,0.859,1.227,1.793,2.038,3.136,4.719,5.649,6.403,10.24,1.158,1.679,2.531,2.928,5.111,9.692,12.072,13.876,25,1.33315,12.8407,2.20866,21.2736
Z:\SierenLab\FOVKyotoScans\1024rs\1024_DFOV_300_resampled.nii.gz,0,0,0,0,0,0,-3,58.5043,-4.17932,0,-0.0243141,0.133263,-247,231,33488,0,0,0,0,0,0,-2,57.3695,-3.00272,0,-0.0465251,0.114813,-245,242,33457,14038,450,26726,594,65490,143146,-653,218.538,-600.251,-706,0.879029,0.507573,-1163,242,2083023,10028,277,17075,355,29236,32410,-1003,41.7523,-1003.42,-1000,0.0173419,0.0708807,-1177,-844,32419,793865,17119,1242977,19499,2053180,2382504,-1003,50.0755,-1003.1,-1000,2.03E-05,0.107876,-1266,-720,2387182,1480,72,3707,121,14215,31337,-942,48.827,-942.009,-939,-0.044463,0.0662564,-1143,-743,32515,42,2,162,13,2578,24454,-886,44.6217,-886.397,-891,-0.0360598,0.0580353,-1074,-694,32216,0,0,4,0,103,7057,-821,44.7649,-820.635,-814,0.003752,0.243959,-1015,-610,33250,0,0,0,0,1,1392,-778,44.7476,-777.779,-772,0.0181921,0.110042,-958,-575,33656,0,0,0,0,0,26,-689,50.6156,-688.068,-701,0.0146345,0.0968275,-888,-477,33211,0,0,0,0,0,0,120,66.453,120.147,115,-0.0278452,0.0264919,-143,388,33545,0,0,0,0,0,0,214,59.0385,213.874,228,-0.0449695,0.00868577,-47,513,33598,0,0,0,0,0,0,672,61.6936,671.793,685,0.0115008,0.117328,407,951,33300,54402,2683,140663,4243,281962,294822,-999,28.7333,-998.774,-1000,0.00641541,0.0249445,-1127,-861,294822,0,0,0,0,-635,54.2096,-634.78,-634,0.0440691,0.149044,-986,-299,37635575,0,0,0,0,-636,53.9702,-635.697,-636,0.0569526,0.169046,-986,-299,19918700,0,0,0,0,-634,54.4591,-633.749,-634,0.0289964,0.129019,-958,-307,17716875,20344,520,35067,655,-990,48.905,-990.008,-985,-0.0112773,0.0448097,-1212,-768,84718,0.858,1.227,1.794,2.039,3.136,4.717,5.646,6.411,10.24,1.15,1.671,2.526,2.924,5.116,9.707,12.05,13.886,25,1.31326,12.6765,2.2887,22.0921
Z:\SierenLab\FOVKyotoScans\1024rs\1024_DFOV_350_resampled.nii.gz,0,0,0,0,0,0,-3,57.4761,-4.09882,0,-0.0178639,0.128128,-243,229,33375,0,0,0,0,0,0,-2,56.5341,-2.9819,0,-0.0391326,0.0992059,-247,242,32485,13608,452,26216,636,65034,141554,-653,217.698,-600.382,-707,0.881991,0.521937,-1162,236,2082323,10170,277,17592,359,30118,33232,-1003,40.9429,-1003.48,-1000,0.0179753,0.0684414,-1176,-846,33235,783759,17734,1238946,19475,2054992,2374184,-1003,49.1964,-1003.08,-1002,0.000123769,0.103846,-1268,-720,2378118,1487,66,3734,156,14659,32069,-942,48.0965,-942.608,-932,-0.0465799,0.0672982,-1144,-745,33182,40,2,153,6,2567,25658,-886,43.6797,-886.611,-892,-0.038124,0.067241,-1069,-700,33550,0,0,4,0,96,6945,-820.5,44.1491,-820.613,-809,-0.00615212,0.251114,-1009,-610,33260,0,0,0,0,1,1276,-778,43.9811,-777.451,-782,0.0121228,0.109341,-960,-581,33120,0,0,0,0,0,20,-688,49.814,-687.744,-699,0.021432,0.160182,-892,-470,32774,0,0,0,0,0,0,121,65.3008,120.342,132,-0.0209267,0.047706,-142,381,33330,0,0,0,0,0,0,214,57.8991,213.837,204,-0.0347914,0.00629653,-52,515,33239,0,0,0,0,0,0,673,60.8744,672.319,653,-0.00697555,0.0982759,427,951,32747,54264,2902,149908,4728,304295,315984,-999,27.4694,-998.696,-1001,0.00655646,0.0902075,-1124,-860,315984,0,0,0,0,-636,53.2052,-635.307,-637,0.0439073,0.153438,-987,-308,36800250,0,0,0,0,-637,53.0086,-636.164,-637,0.0571211,0.173342,-987,-308,19485815,0,0,0,0,-635,53.4092,-634.343,-634,0.0285961,0.13348,-948,-314,17314435,15941,400,27759,521,-990,48.0173,-990.158,-987,-0.0122583,0.0299887,-1208,-790,67000,0.854,1.22,1.784,2.029,3.126,4.715,5.653,6.422,10.24,1.149,1.669,2.524,2.922,5.111,9.697,12.032,13.85,25,1.34152,12.9137,2.4026,23.1278
Z:\SierenLab\FOVKyotoScans\1024rs\1024_DFOV_400_resampled.nii.gz,0,0,0,0,0,0,-3,56.4961,-4.18515,0,-0.0212538,0.120118,-237,221,32665,0,0,0,0,0,0,-3,56.0592,-4.42077,0,-0.0277571,0.111113,-242,239,33075,13178,414,25586,646,64546,140256,-652,217.893,-599.448,-699,0.881767,0.506124,-1166,233,2085930,10095,302,17620,357,30140,33170,-1004,40.3668,-1003.54,-996,0.0270606,0.0240533,-1174,-849,33173,778066,17866,1240429,19949,2064391,2375468,-1003,48.436,-1003.1,-1006,-0.000726002,0.10585,-1252,-731,2378856,1426,59,3589,134,14259,31585,-942,47.8624,-942.015,-935,-0.064377,0.0493275,-1140,-741,32640,35,3,136,8,2418,25462,-886,43.1392,-886.538,-881,-0.0275898,0.0715029,-1062,-701,33133,0,0,3,0,81,6765,-821,43.0575,-820.605,-833,0.0145315,0.256912,-1006,-615,33253,0,0,0,0,1,1222,-778,43.364,-777.712,-790,0.00145217,0.112622,-961,-583,33219,0,0,0,0,0,15,-688,49.3528,-687.749,-688,0.0259613,0.138374,-887,-475,32479,0,0,0,0,0,0,121,63.6863,121.14,111,-0.0195344,0.0514269,-133,374,33080,0,0,0,0,0,0,215,57.2652,214.545,219,-0.0487617,-0.0144914,-49,466,33662,0,0,0,0,0,0,672,60.3345,671.45,681,0.00509577,0.0681601,417,945,32407,57858,3420,172441,5814,355263,366365,-998,74.1863,-993.793,-1000,11.6634,153.622,-1123,0,368155,0,0,0,0,-636,52.6375,-635.091,-635,0.0530859,0.160705,-979,-310,36705281,0,0,0,0,-636,52.4812,-635.904,-638,0.0673328,0.180793,-979,-310,19421182,0,0,0,0,-635,52.7976,-634.177,-632,0.0367854,0.140641,-944,-319,17284099,17692,483,31093,651,-990,47.2575,-990.226,-987,-0.0204114,0.0469638,-1201,-800,75610,0.844,1.208,1.77,2.014,3.106,4.67,5.592,6.347,10.24,1.146,1.665,2.522,2.92,5.129,9.774,12.032,13.851,25,1.36124,13.112,0.888749,8.56076
Z:\SierenLab\FOVKyotoScans\1024rs\1024_DFOV_450_resampled.nii.gz,0,0,0,0,0,0,-4,55.6661,-4.31558,0,-0.0158935,0.165296,-246,230,33038,0,0,0,0,0,0,-3,54.7562,-3.76939,0,-0.0220195,0.093485,-233,225,31642,12800,384,25102,594,63896,138770,-652,217.04,-599.543,-706,0.883026,0.515212,-1160,236,2085211,10215,342,17964,331,30788,33799,-1004,39.9505,-1003.45,-1004,0.0295834,0.0365227,-1171,-852,33802,771064,18140,1240285,20131,2071847,2374483,-1003,47.7153,-1003.07,-1005,0.000621143,0.113858,-1247,-732,2377575,1350,54,3503,138,14420,32018,-942,46.9544,-942.193,-947,-0.0539214,0.0443707,-1129,-753,33022,32,6,131,6,2485,26711,-886,42.682,-886.635,-881,-0.0315104,0.100523,-1067,-699,34578,0,0,3,1,83,6805,-821,42.5765,-820.912,-812,-0.00959675,0.297082,-1011,-613,33800,0,0,0,0,2,1152,-778,42.7118,-777.586,-782,0.00567739,0.126746,-960,-592,33665,0,0,0,0,0,16,-688,48.4904,-687.792,-699,0.0110571,0.142669,-884,-481,32248,0,0,0,0,0,0,120,62.9485,120.17,122,-0.0104466,0.0256307,-124,369,32166,0,0,0,0,0,0,215,56.3521,213.992,205,-0.0591658,-0.0413195,-37,459,31786,0,0,0,0,0,0,672,59.4004,671.518,673,0.0105203,0.0628345,433,944,31350,73476,4718,235468,8278,489018,501828,-999,24.9997,-998.6,-1001,-0.00064466,0.191899,-1126,-867,501828,0,0,0,0,-635,52.0185,-635.002,-636,0.0550583,0.164716,-977,-310,36834441,0,0,0,0,-636,51.8412,-635.854,-638,0.0684615,0.184014,-977,-316,19479245,0,0,0,0,-634,52.2003,-634.047,-636,0.0396187,0.145545,-953,-310,17355196,19051,553,34070,692,-990,46.6262,-989.681,-991,-0.0151379,0.0411848,-1195,-773,83806,0.829,1.186,1.733,1.971,3.037,4.553,5.445,6.186,10.24,1.156,1.675,2.524,2.92,5.11,9.729,12.025,13.822,25,1.3774,13.3081,2.62895,25.4004
Z:\SierenLab\FOVKyotoScans\1024rs\1024_DFOV_500_resampled.nii.gz,0,0,0,0,0,0,-4,60.5582,-4.45418,-2,-0.0280874,0.0735139,-257,240,32892,0,0,0,0,0,0,-1.5,59.52,-2.23916,-4,-0.0313567,0.0898399,-257,260,32840,15254,432,28014,688,66744,146420,-653,219.999,-600.692,-703,0.878571,0.502802,-1169,247,2082992,10511,270,17481,338,29446,32870,-1004,43.3903,-1003.99,-992,0.00638449,0.0719613,-1182,-840,32884,811347,17158,1245806,18677,2033069,2374765,-1004,51.7638,-1003.53,-1005,-0.000545294,0.0981393,-1274,-748,2380640,1717,76,4021,149,14554,31337,-942,50.3111,-942.685,-940,-0.0393722,0.0534356,-1156,-733,32628,53,3,238,23,2951,25131,-886,46.3928,-886.284,-891,-0.0148683,0.0886685,-1070,-683,33484,0,0,5,0,138,7387,-821,46.5146,-821.113,-819,0.011952,0.241361,-1022,-604,32888,0,0,0,0,3,1513,-778,46.1852,-777.933,-782,0.00958097,0.113506,-972,-571,32712,0,0,0,0,0,35,-689,52.3156,-688.485,-692,0.0252212,0.114319,-906,-460,32956,0,0,0,0,0,0,121,68.8029,120.804,126,-0.034662,0.0495982,-159,397,32980,0,0,0,0,0,0,215,60.7993,214.285,226,-0.0369442,0.0120289,-58,536,32740,0,0,0,0,0,0,673,63.5381,672.172,657,-0.00042264,0.102991,404,961,32540,58274,2586,141651,4205,275044,284000,-1000,1573.58,-1361.16,-8192,-4.10931,14.8922,-8192,-856,284000,0,0,1,0,-636,55.7893,-635.223,-638,0.0445601,0.156991,-1009,-283,37542960,0,0,1,0,-637,55.5469,-636.136,-638,0.0574423,0.177434,-1009,-294,19860176,0,0,0,0,-635,56.0424,-634.197,-637,0.0295436,0.136439,-965,-283,17682784,21809,551,36435,666,-990,50.9376,-990.409,-985,-0.0029973,0.0291921,-1217,-753,86532,0.874,1.25,1.826,2.075,3.191,4.811,5.757,6.515,10.24,1.154,1.673,2.523,2.92,5.108,9.667,12.073,13.865,25,1.25901,12.2716,0.0414158,0.40368
Z:\SierenLab\FOVKyotoScans\512\512_DFOV_200.nii.gz,0,0,0,0,0,0,-4,60.7514,-4.15076,2,-0.0131825,0.102245,-255,253,51692,0,0,0,0,0,0,-2,59.6204,-3.18423,-3,-0.03995,0.0771754,-257,258,51348,24066,662,44096,1014,104520,229378,-654,216.716,-604.237,-693,0.883956,0.586703,-1178,262,3232229,16574,452,27492,451,46086,51436,-1004,43.3259,-1004.13,-1005,0.0153926,0.0348351,-1186,-832,51455,1332532,28042,2051691,30409,3353306,3915166,-1003,51.5597,-1003.44,-1005,-0.0023732,0.0956817,-1266,-718,3924500,2814,96,6536,185,22911,49507,-942,50.7833,-942.701,-942,-0.0607738,0.062805,-1158,-728,51584,88,7,394,30,4607,38766,-886,46.2246,-886.999,-876,-0.0369263,0.0749346,-1080,-683,51329,0,0,8,1,213,11551,-821,46.2435,-821.071,-829,-0.00335177,0.256121,-1020,-598,51684,0,0,0,0,6,2448,-778,46.2937,-778.037,-782,0.00882733,0.128825,-971,-561,51594,0,0,0,0,0,55,-689,52.3797,-688.319,-699,0.0217128,0.133866,-919,-458,51516,0,0,0,0,0,0,121,67.8715,120.94,118,-0.0235256,0.0597679,-144,397,51693,0,0,0,0,0,0,215,60.3993,214.395,227,-0.0297414,0.0187236,-53,528,51773,0,0,0,0,0,0,672,63.8534,672.245,660,-0.00137287,0.0855037,412,974,51668,4684,217,10300,239,19475,20640,-661,90.2214,-674.612,-655,-2.24282,6.38467,-1134,-406,412483,0,0,1,0,-638,54.8394,-637.911,-638,0.0256453,0.152774,-1007,-295,52125490,0,0,1,0,-639,54.5568,-638.998,-638,0.0370662,0.170932,-1007,-295,27466626,0,0,0,0,-637,55.1271,-636.7,-638,0.0119893,0.135043,-973,-301,24658864,12387,312,20795,340,-992,49.4411,-992.783,-994,-0.0677183,0.0142656,-1182,-777,48051,0.889,1.286,1.888,2.146,3.288,4.962,5.937,6.698,12.8,1.155,1.677,2.535,2.934,5.128,9.745,12.052,13.917,25,1.27867,12.3723,0.730736,7.07051
Z:\SierenLab\FOVKyotoScans\512\512_DFOV_250.nii.gz,0,0,0,0,0,0,-4,60.7943,-4.14951,-4,-0.0153778,0.0943539,-257,239,32941,0,0,0,0,0,0,-2,59.4979,-3.00454,-4,-0.0378192,0.0722118,-257,259,33259,15288,428,28060,710,66884,146460,-654,216.702,-604.162,-718,0.884236,0.587475,-1169,246,2068488,10671,268,17706,331,29684,33096,-1004,43.2629,-1004.17,-992,0.0160766,0.0446888,-1182,-840,33110,851382,18085,1310636,19918,2144970,2504947,-1003,51.5544,-1003.38,-1000,-0.00274392,0.0962435,-1274,-712,2510934,1703,81,4014,145,14508,31394,-942,50.456,-942.365,-951,-0.0525058,0.0655274,-1156,-733,32704,58,2,243,22,2963,25073,-886,46.3396,-886.643,-877,-0.0267593,0.0779191,-1087,-683,33268,0,0,6,0,140,7337,-821,46.3568,-820.961,-826,0.00372781,0.265644,-1022,-605,33000,0,0,0,0,4,1542,-778,46.2582,-777.998,-774,0.00388861,0.105446,-971,-595,32895,0,0,0,0,0,37,-689,52.572,-688.452,-700,0.0210949,0.11245,-906,-460,32864,0,0,0,0,0,0,121,68.3,120.773,126,-0.0306777,0.0601902,-159,397,33039,0,0,0,0,0,0,215,60.4104,214.297,221,-0.0406053,0.028686,-58,535,32892,0,0,0,0,0,0,673,63.6758,672.277,656,-0.00475007,0.0905846,405,961,32879,53017,2535,127720,3712,253068,266833,-999,30.311,-998.933,-1000,-0.00527391,0.0112164,-1141,-852,266834,0,0,0,0,-637,55.0649,-636.899,-637,0.0255763,0.145274,-993,-293,35672308,0,0,0,0,-638,54.8269,-637.715,-637,0.0367019,0.161356,-993,-293,18915975,0,0,0,0,-636,55.3179,-635.978,-637,0.012483,0.128929,-965,-297,16756333,9896,258,16754,328,-991,49.197,-991.245,-997,-0.0611054,-0.0300502,-1183,-792,39744,0.876,1.252,1.83,2.079,3.194,4.812,5.761,6.519,10.24,1.159,1.68,2.532,2.93,5.112,9.695,12.079,13.895,25,1.27403,12.3539,2.16694,21.0121
Z:\SierenLab\FOVKyotoScans\512\512_DFOV_300.nii.gz,0,0,0,0,0,0,-4,60.6145,-4.10823,-4,-0.0209943,0.105016,-247,248,22895,0,0,0,0,0,0,-3,59.5677,-3.24599,-9,-0.0404543,0.048269,-252,247,22871,10528,296,19448,452,46536,101556,-654,216.863,-604.037,-708,0.883815,0.582822,-1180,244,1437058,7339,184,12273,202,20608,22974,-1004,43.2173,-1004.07,-1002,0.0156054,0.0468007,-1183,-835,22984,591262,12776,911297,13697,1489994,1739932,-1003,51.5534,-1003.41,-1008,-0.00258025,0.0949585,-1266,-740,1744077,1195,59,2803,96,10135,21966,-942,50.4237,-942.334,-930,-0.0406908,0.0424482,-1151,-742,22918,42,3,173,14,2088,17354,-886,46.4351,-887.081,-883,-0.025886,0.073839,-1072,-696,22904,0,0,1,1,95,5022,-821,46.4259,-820.685,-820,-0.0076037,0.241329,-1007,-600,22782,0,0,0,0,3,1056,-778,46.0554,-777.918,-787,0.00356479,0.0857148,-959,-583,22778,0,0,0,0,0,26,-689,52.4303,-688.11,-684,0.0195137,0.116808,-914,-465,22908,0,0,0,0,0,0,120,68.2675,120.599,102,-0.028226,0.067274,-146,375,22805,0,0,0,0,0,0,215,60.6545,214.442,224,-0.0377637,0.0271105,-66,524,22770,0,0,0,0,0,0,672,63.8702,672.074,690,-0.0020568,0.0949415,425,963,22903,36822,1841,92213,2566,182368,191269,-999,29.4489,-999.144,-994,-0.00025343,0.0392258,-1133,-872,191269,0,0,1,0,-637,55.116,-636.805,-640,0.0268774,0.145073,-1009,-304,24810419,0,0,1,0,-638,54.8801,-637.625,-640,0.0381163,0.160455,-1009,-304,13152475,0,0,0,0,-636,55.3663,-635.879,-638,0.0136703,0.129527,-955,-305,11657944,7340,191,12432,250,-991,49.8166,-991.574,-989,-0.0368857,0.0226648,-1181,-778,29114,0.851,1.218,1.783,2.025,3.116,4.7,5.622,6.381,8.533,1.154,1.677,2.535,2.935,5.118,9.687,12.05,13.895,25,1.28791,12.3523,2.25462,21.6241
