File Name,_Water1_b1024,_Water1_e1024,_Water1_b1000,_Water1_e1000,_Water1_be950,_Water1_be856,_Water1_median,_Water1_sd,_Water1_mean,_Water1_mode,_Water1_skew,_Water1_kurt,_Water1_min,_Water1_max,_Water1_tot_vx,_Water2_b1024,_Water2_e1024,_Water2_b1000,_Water2_e1000,_Water2_be950,_Water2_be856,_Water2_median,_Water2_sd,_Water2_mean,_Water2_mode,_Water2_skew,_Water2_kurt,_Water2_min,_Water2_max,_Water2_tot_vx,_LungA_b1024,_LungA_e1024,_LungA_b1000,_LungA_e1000,_LungA_be950,_LungA_be856,_LungA_median,_LungA_sd,_LungA_mean,_LungA_mode,_LungA_skew,_LungA_kurt,_LungA_min,_LungA_max,_LungA_tot_vx,_Air_b1024,_Air_e1024,_Air_b1000,_Air_e1000,_Air_be950,_Air_be856,_Air_median,_Air_sd,_Air_mean,_Air_mode,_Air_skew,_Air_kurt,_Air_min,_Air_max,_Air_tot_vx,_OutsideAir_b1024,_OutsideAir_e1024,_OutsideAir_b1000,_OutsideAir_e1000,_OutsideAir_be950,_OutsideAir_be856,_OutsideAir_median,_OutsideAir_sd,_OutsideAir_mean,_OutsideAir_mode,_OutsideAir_skew,_OutsideAir_kurt,_OutsideAir_min,_OutsideAir_max,_OutsideAir_tot_vx,_NIST4_b1024,_NIST4_e1024,_NIST4_b1000,_NIST4_e1000,_NIST4_be950,_NIST4_be856,_NIST4_median,_NIST4_sd,_NIST4_mean,_NIST4_mode,_NIST4_skew,_NIST4_kurt,_NIST4_min,_NIST4_max,_NIST4_tot_vx,_NIST8_b1024,_NIST8_e1024,_NIST8_b1000,_NIST8_e1000,_NIST8_be950,_NIST8_be856,_NIST8_median,_NIST8_sd,_NIST8_mean,_NIST8_mode,_NIST8_skew,_NIST8_kurt,_NIST8_min,_NIST8_max,_NIST8_tot_vx,_NIST12_b1024,_NIST12_e1024,_NIST12_b1000,_NIST12_e1000,_NIST12_be950,_NIST12_be856,_NIST12_median,_NIST12_sd,_NIST12_mean,_NIST12_mode,_NIST12_skew,_NIST12_kurt,_NIST12_min,_NIST12_max,_NIST12_tot_vx,_NIST14_b1024,_NIST14_e1024,_NIST14_b1000,_NIST14_e1000,_NIST14_be950,_NIST14_be856,_NIST14_median,_NIST14_sd,_NIST14_mean,_NIST14_mode,_NIST14_skew,_NIST14_kurt,_NIST14_min,_NIST14_max,_NIST14_tot_vx,_NIST20_b1024,_NIST20_e1024,_NIST20_b1000,_NIST20_e1000,_NIST20_be950,_NIST20_be856,_NIST20_median,_NIST20_sd,_NIST20_mean,_NIST20_mode,_NIST20_skew,_NIST20_kurt,_NIST20_min,_NIST20_max,_NIST20_tot_vx,_Acrylic_b1024,_Acrylic_e1024,_Acrylic_b1000,_Acrylic_e1000,_Acrylic_be950,_Acrylic_be856,_Acrylic_median,_Acrylic_sd,_Acrylic_mean,_Acrylic_mode,_Acrylic_skew,_Acrylic_kurt,_Acrylic_min,_Acrylic_max,_Acrylic_tot_vx,_Bone20_b1024,_Bone20_e1024,_Bone20_b1000,_Bone20_e1000,_Bone20_be950,_Bone20_be856,_Bone20_median,_Bone20_sd,_Bone20_mean,_Bone20_mode,_Bone20_skew,_Bone20_kurt,_Bone20_min,_Bone20_max,_Bone20_tot_vx,_Bone50_b1024,_Bone50_e1024,_Bone50_b1000,_Bone50_e1000,_Bone50_be950,_Bone50_be856,_Bone50_median,_Bone50_sd,_Bone50_mean,_Bone50_mode,_Bone50_skew,_Bone50_kurt,_Bone50_min,_Bone50_max,_Bone50_tot_vx,_OutsidePhantomAir_b1024,_OutsidePhantomAir_e1024,_OutsidePhantomAir_b1000,_OutsidePhantomAir_e1000,_OutsidePhantomAir_be950,_OutsidePhantomAir_be856,_OutsidePhantomAir_median,_OutsidePhantomAir_sd,_OutsidePhantomAir_mean,_OutsidePhantomAir_mode,_OutsidePhantomAir_skew,_OutsidePhantomAir_kurt,_OutsidePhantomAir_min,_OutsidePhantomAir_max,_OutsidePhantomAir_tot_vx,both_b1024,both_e1024,both_b1000,both_e1000,both_median,both_sd,both_mean,both_mode,both_skew,both_kurt,both_min,both_max,both_tot_vx,left_b1024,left_e1024,left_b1000,left_e1000,left_median,left_sd,left_mean,left_mode,left_skew,left_kurt,left_min,left_max,left_tot_vx,right_b1024,right_e1024,right_b1000,right_e1000,right_median,right_sd,right_mean,right_mode,right_skew,right_kurt,right_min,right_max,right_tot_vx,trachea_b1024,trachea_e1024,trachea_b1000,trachea_e1000,trachea_median,trachea_sd,trachea_mean,trachea_mode,trachea_skew,trachea_kurt,trachea_min,trachea_max,trachea_tot_vx,CF95,CF90,CF80,CF75,CF50,CF20,CF10,CF5,Nyquist Frequency,zCF95,zCF90,zCF80,zCF75,zCF50,zCF20,zCF10,zCF5,zNyquist Frequency,CNR,SNR,CNR-v2,SNR-v2
Z:\SierenLab\FOVKyotoScans\1024IR3\1024_DFOV_300_IR3.nii.gz,0,0,0,0,0,0,-4,32.519,-4.54856,-6,-0.0134142,0.128984,-140,138,91592,0,0,0,0,0,0,-3,31.7609,-3.75995,-2,-0.0250601,0.0853958,-140,137,91496,13288,908,49600,2040,188096,356318,-658,213.136,-599.952,-708,0.942425,0.5904,-1097,176,5796621,16979,1122,51376,1538,91083,91912,-1004,22.8774,-1003.91,-998,0.00195992,0.0498098,-1106,-914,91912,1468141,73173,3612744,97071,6445482,6614118,-1004,27.5759,-1003.64,-1003,0.00572775,0.114726,-1151,-849,6614120,150,17,1543,140,35961,91618,-942,26.8552,-942.326,-941,-0.0479312,0.0728568,-1063,-827,91668,0,0,0,0,478,82672,-887,24.3579,-886.816,-888,-0.0243979,0.0709847,-992,-780,91620,0,0,0,0,0,7011,-821,24.3479,-821.062,-822,0.00378216,0.237993,-927,-705,91108,0,0,0,0,0,83,-778,24.3139,-778.305,-777,0.0116643,0.122191,-880,-662,91100,0,0,0,0,0,0,-688,27.6097,-687.763,-694,0.0163232,0.119688,-808,-570,90716,0,0,0,0,0,0,121,36.3797,121.331,128,-0.0333167,0.0462279,-26,268,91220,0,0,0,0,0,0,216,33.0122,215.202,216,-0.0540709,0.0205663,57,381,91084,0,0,0,0,0,0,673,35.5791,672.55,663,-0.00128221,0.179047,520,846,90600,41562,5548,366148,20422,784863,785516,-999,15.6528,-999.158,-1000,0.000275016,0.0374554,-1070,-918,785516,0,0,0,0,-636,35.048,-634.605,-639,0.222192,0.191056,-881,-409,106047216,0,0,0,0,-637,34.939,-635.553,-641,0.240651,0.23378,-881,-411,56043868,0,0,0,0,-635,35.1393,-633.543,-637,0.201388,0.148942,-863,-409,50003348,31877,2112,106544,4188,-991,27.5011,-990.557,-986,0.0158127,0.0760278,-1115,-852,297412,0.893,1.287,1.899,2.163,3.356,5.084,6.035,6.78,17.067,1.162,1.692,2.57,2.974,5.074,9.41,12.037,14.056,25,2.38447,23.013,4.20078,40.5426
Z:\SierenLab\FOVKyotoScans\1024IR3\1024_DFOV_350_IR3.nii.gz,0,0,0,0,0,0,-4,32.5813,-4.51057,2,-0.00824853,0.123996,-138,134,68092,0,0,0,0,0,0,-3,31.7361,-3.47225,0,-0.026746,0.0936287,-140,138,68580,9838,692,36440,1600,138276,262460,-658,213.095,-600.055,-708,0.94106,0.589143,-1099,178,4257894,12390,775,37530,1095,66350,66980,-1004,22.9231,-1003.94,-1003,-0.000314758,0.049436,-1101,-912,66980,1079115,53141,2653166,70694,4732091,4856470,-1004,27.5819,-1003.65,-1005,0.00493035,0.110711,-1149,-844,4856472,122,12,1194,118,27432,68847,-943,26.9278,-942.655,-952,-0.055043,0.0772643,-1060,-834,68884,0,0,0,0,389,60746,-887,24.3289,-887.132,-883,-0.0393643,0.0671946,-994,-779,67120,0,0,0,0,0,5208,-821,24.3471,-821.269,-823,0.0036548,0.248936,-930,-702,67300,0,0,0,0,0,58,-778,24.3204,-778.315,-785,0.0167381,0.129721,-880,-660,66756,0,0,0,0,0,0,-688,27.6116,-687.76,-694,0.0150976,0.132741,-809,-571,66580,0,0,0,0,0,0,122,36.4789,121.466,126,-0.0281295,0.0472248,-22,266,68212,0,0,0,0,0,0,215,33.1713,215.233,215,-0.0523485,0.0132574,52,383,67168,0,0,0,0,0,0,673,35.7668,672.751,675,-0.00784996,0.191449,522,844,66020,33222,4609,323317,18661,696621,697180,-999,15.2047,-999.136,-998,0.00174251,0.0974702,-1070,-919,697180,0,0,0,0,-636,35.3764,-634.041,-639,0.233059,0.195444,-885,-409,79256236,0,0,0,0,-637,35.2539,-635.026,-640,0.251886,0.240209,-885,-413,41867068,0,0,0,0,-634,35.4805,-632.938,-637,0.211815,0.151405,-867,-409,37389168,25819,1685,86511,3283,-991,27.5248,-990.522,-984,0.0144471,0.070329,-1115,-853,241300,0.876,1.268,1.872,2.133,3.316,5.03,5.977,6.721,14.629,1.165,1.698,2.581,2.986,5.087,9.385,12.025,14.085,25,2.38791,22.9876,4.33175,41.7003
Z:\SierenLab\FOVKyotoScans\1024IR3\1024_DFOV_400_IR3.nii.gz,0,0,0,0,0,0,-4,32.7428,-4.60926,-5,-0.0126055,0.132727,-136,139,50716,0,0,0,0,0,0,-3,31.9091,-3.21417,-1,-0.0253468,0.0867995,-138,137,51408,7842,532,28846,1322,107322,202650,-659,213.764,-600.286,-709,0.940437,0.584769,-1093,185,3258394,9402,595,28592,909,50650,51116,-1004,22.8689,-1003.92,-1004,-0.00540971,0.0583316,-1102,-913,51116,827825,40981,2032185,53725,3624237,3720643,-1004,27.6383,-1003.65,-1001,0.0054339,0.113486,-1146,-855,3720644,93,16,885,88,20608,51925,-942,26.9499,-942.492,-950,-0.0548015,0.0868936,-1058,-826,51952,0,0,0,0,286,47275,-887,24.3135,-886.968,-882,-0.0362026,0.0838728,-988,-781,52284,0,0,0,0,0,4040,-821,24.3309,-821.244,-826,-0.00732115,0.263593,-925,-705,51972,0,0,0,0,0,45,-779,24.3674,-778.489,-780,0.0231196,0.126674,-883,-663,51660,0,0,0,0,0,0,-688,27.6859,-687.632,-689,0.0192991,0.13942,-812,-567,50784,0,0,0,0,0,0,122,36.6395,121.626,120,-0.038337,0.0403966,-29,267,51628,0,0,0,0,0,0,215,33.3938,215.052,218,-0.0491436,0.011908,58,384,51372,0,0,0,0,0,0,673,36.231,672.709,680,-0.00935424,0.235658,517,852,50228,25442,3718,269560,16047,582279,582668,-999,14.8139,-999.152,-999,-0.0036234,0.14394,-1070,-923,582668,0,0,0,0,-637,34.7302,-635.413,-640,0.214338,0.212751,-895,-408,58042692,0,0,0,0,-638,34.6652,-636.29,-640,0.233924,0.256639,-895,-408,30688164,0,0,0,0,-636,34.7766,-634.429,-638,0.192512,0.169149,-891,-408,27354528,15616,1025,51877,1981,-991,27.6144,-990.658,-987,0.00642798,0.0607951,-1116,-866,143844,0.878,1.27,1.87,2.13,3.302,4.983,5.923,6.675,12.8,1.165,1.7,2.588,2.996,5.104,9.356,12.033,14.165,25,2.378,22.9903,4.43664,42.893
Z:\SierenLab\FOVKyotoScans\1024IR3\1024_DFOV_450_IR3.nii.gz,0,0,0,0,0,0,-4,32.6955,-4.47848,-7,-0.0140115,0.155055,-143,138,40936,0,0,0,0,0,0,-3,31.8612,-3.40322,1,-0.00919705,0.085743,-142,138,40648,6306,446,22940,980,84928,160648,-659,213.888,-600.203,-715,0.937483,0.576799,-1093,179,2575194,7444,501,22719,718,40358,40720,-1004,22.8839,-1003.88,-998,-0.00167634,0.0599467,-1105,-913,40720,653580,32452,1605360,42923,2864743,2940840,-1004,27.6292,-1003.63,-1003,0.00547833,0.112013,-1150,-856,2940840,83,8,717,58,15998,40243,-942,27.0873,-942.497,-935,-0.0550692,0.0910034,-1064,-830,40268,0,0,0,0,220,36161,-887,24.3408,-886.888,-884,-0.0311986,0.0717001,-990,-782,40040,0,0,0,0,0,3139,-821,24.2701,-821.207,-818,0.000559624,0.23639,-929,-702,41460,0,0,0,0,0,39,-779,24.3113,-778.482,-782,0.0192624,0.140788,-883,-664,40604,0,0,0,0,0,0,-688,27.7591,-687.761,-693,0.0104834,0.127992,-802,-572,40480,0,0,0,0,0,0,122,36.8231,121.351,120,-0.0292836,0.0438483,-25,266,40652,0,0,0,0,0,0,215,33.4611,214.698,212,-0.0474059,0.0471246,55,374,40784,0,0,0,0,0,0,673,36.4655,672.754,670,-0.0206993,0.224119,517,850,40344,10345,1542,119941,7276,262111,262304,-999,14.5568,-998.971,-999,-0.00302158,0.229345,-1080,-924,262304,0,0,0,0,-635,35.657,-633.627,-640,0.236482,0.19303,-895,-407,48574928,0,0,0,0,-636,35.4954,-634.648,-640,0.254281,0.240326,-895,-407,25654640,0,0,0,0,-634,35.8024,-632.483,-639,0.216094,0.146174,-889,-408,22920288,15937,1048,52942,2000,-991,27.7145,-990.408,-992,0.0148897,0.102718,-1121,-854,148560,0.887,1.271,1.862,2.12,3.288,4.96,5.898,6.659,11.378,1.166,1.7,2.579,2.985,5.093,9.379,12.056,14.148,25,2.37723,22.9332,4.51205,43.5279
Z:\SierenLab\FOVKyotoScans\1024IR3\1024_DFOV_500_IR3.nii.gz,0,0,0,0,0,0,-4,32.7597,-4.61845,-10,-0.0216931,0.12323,-139,131,32892,0,0,0,0,0,0,-3,31.9402,-3.00576,2,-0.0137723,0.104142,-139,138,32840,5212,332,18712,762,68858,130436,-659,214.13,-600.106,-716,0.93541,0.570482,-1090,183,2085958,6073,384,18340,583,32568,32868,-1004,22.9444,-1003.89,-1004,-0.00827079,0.0721397,-1100,-917,32868,529358,26373,1299593,34547,2318872,2380780,-1004,27.6565,-1003.63,-1003,0.00595238,0.115961,-1150,-859,2380780,49,3,559,52,12862,32551,-942,26.8537,-942.409,-936,-0.0395961,0.0703299,-1058,-827,32568,0,0,0,0,169,30134,-886,24.4649,-886.407,-880,-0.0129142,0.0910629,-984,-781,33556,0,0,0,0,0,2580,-821,24.5378,-821.232,-824,0.0158132,0.248839,-928,-708,32888,0,0,0,0,0,34,-778,24.351,-778.26,-781,0.0191161,0.119027,-882,-668,32720,0,0,0,0,0,0,-688,27.727,-687.819,-690,0.0211586,0.120693,-802,-568,32944,0,0,0,0,0,0,122,37.0799,121.646,127,-0.0428366,0.0408529,-30,267,33020,0,0,0,0,0,0,215,33.8835,214.907,210,-0.0582008,0.0360271,52,389,32548,0,0,0,0,0,0,673,36.4957,672.562,662,-0.0104578,0.257617,520,847,32556,24103,1446,135583,7816,283858,284048,-1000,1573.3,-1361.12,-8192,-4.11106,14.9025,-8192,-924,284048,0,0,0,0,-636,35.1193,-634.727,-639,0.219976,0.205129,-907,-405,38082236,0,0,0,0,-637,35.003,-635.671,-641,0.238722,0.251447,-907,-405,20127432,0,0,0,0,-635,35.219,-633.667,-638,0.198793,0.159185,-884,-412,17954804,10765,720,35655,1317,-991,27.7214,-990.461,-991,0.0115078,0.0662096,-1113,-856,99296,0.865,1.238,1.816,2.068,3.208,4.84,5.761,6.511,10.24,1.167,1.702,2.586,2.993,5.107,9.374,12.056,14.145,25,2.35659,22.9504,0.0414257,0.403437
Z:\SierenLab\FOVKyotoScans\1024IR3rs\1024_DFOV_200_IR3_resampled.nii.gz,0,0,0,0,0,0,-4,32.0046,-4.4073,0,-0.0110562,0.145241,-133,130,32757,0,0,0,0,0,0,-3,31.1855,-3.59964,0,-0.0288555,0.108769,-137,132,33178,4430,314,17116,800,66758,127086,-658,211.004,-601.333,-711,0.948468,0.644711,-1086,167,2079954,5956,387,18456,569,32708,32995,-1004,22.5958,-1003.79,-1001,0.00697302,0.0452116,-1094,-918,32995,539514,27570,1359866,37231,2450153,2511451,-1003,27.1596,-1003.3,-1004,0.00262781,0.109543,-1147,-843,2511452,49,5,514,52,12858,32848,-942,26.6138,-942.261,-940,-0.0481412,0.0775199,-1052,-830,32868,0,0,0,0,153,29995,-887,24.0654,-886.794,-891,-0.0188244,0.0869141,-989,-783,33138,0,0,0,0,0,2447,-821,24.1066,-821.079,-825,0.00500782,0.265374,-921,-707,32761,0,0,0,0,0,28,-778,24.0034,-778.193,-773,0.00868764,0.10474,-876,-679,32805,0,0,0,0,0,0,-688,27.396,-687.526,-688,0.0067878,0.130093,-801,-571,32904,0,0,0,0,0,0,121,35.8573,121.263,121,-0.0385925,0.04279,-25,260,33049,0,0,0,0,0,0,215,32.5542,215.055,221,-0.053558,0.0307982,67,377,32949,0,0,0,0,0,0,672,35.0189,672.415,668,-0.0121751,0.172159,532,830,32762,1599,197,9796,459,19895,19929,-660,94.3842,-682.692,-658,-2.79911,6.84109,-1069,-539,265325,0,0,0,0,-637,34.5018,-635.339,-641,0.228451,0.227673,-903,-405,36018320,0,0,0,0,-638,34.2763,-636.623,-642,0.245061,0.277719,-903,-405,18907584,0,0,0,0,-635,34.6941,-633.92,-637,0.208862,0.179929,-898,-426,17110736,10635,716,36545,1473,-991,26.9591,-990.757,-993,0.00423627,0.0620199,-1106,-860,102113,0.853,1.22,1.788,2.036,3.169,4.805,5.72,6.459,10.24,1.147,1.67,2.536,2.936,5.062,9.524,12.094,14.038,25,2.41959,23.3928,0.69625,6.73141
Z:\SierenLab\FOVKyotoScans\1024IR3rs\1024_DFOV_250_IR3_resampled.nii.gz,0,0,0,0,0,0,-4,32.5576,-4.47002,-2,-0.00553025,0.120427,-138,136,32926,0,0,0,0,0,0,-3,31.7851,-3.77204,-3,-0.0255908,0.0783499,-136,127,32795,4818,308,17984,786,67812,127992,-659,211.348,-601.784,-706,0.947176,0.643564,-1092,172,2079110,6129,398,18515,548,32669,32943,-1004,22.8704,-1004.04,-1004,0.00460164,0.038684,-1098,-916,32943,550713,27625,1365974,36933,2448001,2511371,-1003,27.4609,-1003.48,-1002,0.00311091,0.109454,-1141,-849,2511372,60,7,567,66,13083,33172,-942,26.9334,-942.432,-944,-0.0575433,0.0869634,-1054,-832,33193,0,0,0,0,165,29928,-887,24.3508,-886.979,-885,-0.0208504,0.0630528,-989,-787,33124,0,0,0,0,0,2548,-821,24.3454,-821.155,-822,0.00697716,0.250047,-919,-707,32912,0,0,0,0,0,31,-779,24.2923,-778.433,-776,0.00689312,0.0998303,-881,-679,32824,0,0,0,0,0,0,-688,27.6818,-687.785,-691,0.014674,0.117795,-808,-572,33104,0,0,0,0,0,0,122,36.2816,121.578,125,-0.0324371,0.0421959,-20,255,32892,0,0,0,0,0,0,215,32.8664,215.079,210,-0.052329,0.02586,67,369,32756,0,0,0,0,0,0,673,35.4364,672.61,681,-0.0118493,0.187249,526,835,33077,15038,1984,123825,6788,268650,268922,-999,16.0777,-998.928,-997,-0.00753803,0.0132023,-1068,-924,268922,0,0,0,0,-636,34.8791,-634.809,-639,0.215265,0.184413,-872,-415,37939563,0,0,0,0,-637,34.7716,-635.758,-640,0.233004,0.225138,-872,-415,20052491,0,0,0,0,-635,34.9686,-633.745,-638,0.195241,0.144323,-864,-416,17887072,11121,722,37329,1423,-991,27.3159,-990.774,-990,0.0132287,0.0588149,-1108,-852,103724,0.869,1.242,1.821,2.073,3.218,4.866,5.781,6.513,10.24,1.153,1.678,2.547,2.947,5.055,9.48,12.092,14.046,25,2.39701,23.1168,4.09412,39.4838
Z:\SierenLab\FOVKyotoScans\1024IR3rs\1024_DFOV_300_IR3_resampled.nii.gz,0,0,0,0,0,0,-4,31.1614,-4.61627,0,-0.0197437,0.170377,-132,130,33610,0,0,0,0,0,0,-3,30.472,-3.65694,0,-0.0281244,0.164539,-137,125,33073,4174,300,16746,754,66398,126618,-658,212.188,-599.482,-720,0.944001,0.601721,-1088,167,2086271,5689,412,18369,600,32870,33116,-1004,22.1314,-1003.52,-1001,0.0111136,0.044167,-1099,-917,33116,498916,25493,1287490,35749,2324943,2379634,-1003,26.7001,-1003.19,-1002,0.00591431,0.120835,-1140,-845,2379635,42,5,442,39,12564,32804,-942,26.089,-941.811,-942,-0.0451512,0.0821879,-1053,-837,32819,0,0,0,0,123,29849,-886,23.5265,-886.372,-886,-0.0177398,0.0634503,-985,-782,32972,0,0,0,0,0,2197,-821,23.5557,-820.613,-823,-0.00086516,0.256129,-924,-711,32660,0,0,0,0,0,19,-778,23.4818,-777.747,-779,0.0156703,0.131874,-878,-667,32460,0,0,0,0,0,0,-688,26.7529,-687.318,-689,0.0167186,0.0981429,-802,-578,32095,0,0,0,0,0,0,121,35.332,120.973,121,-0.0418609,0.0599761,-21,251,32351,0,0,0,0,0,0,215,32.1224,214.673,213,-0.0531595,0.0152571,65,364,33271,0,0,0,0,0,0,672,34.6003,672.29,676,0.00463318,0.208971,525,832,32816,12768,1743,128287,7487,282594,282785,-999,15.1675,-998.742,-998,0.000657513,0.0403937,-1066,-926,282785,0,0,0,0,-636,34.3761,-634.152,-639,0.233992,0.193629,-872,-418,38164523,0,0,0,0,-637,34.266,-635.104,-641,0.252693,0.238319,-872,-418,20163465,0,0,0,0,-634,34.4678,-633.085,-637,0.212948,0.149567,-858,-424,18001058,10374,676,37247,1523,-990,26.6189,-990.057,-996,0.0164447,0.0826189,-1110,-855,107766,0.849,1.215,1.782,2.029,3.152,4.766,5.673,6.414,10.24,1.164,1.694,2.566,2.968,5.066,9.403,12.064,14.03,25,2.46287,23.7509,4.33552,41.8099
Z:\SierenLab\FOVKyotoScans\1024IR3rs\1024_DFOV_350_IR3_resampled.nii.gz,0,0,0,0,0,0,-4,30.8155,-4.40566,0,-0.0153138,0.185868,-129,127,33311,0,0,0,0,0,0,-2,29.9349,-3.16786,0,-0.0311341,0.17839,-134,135,33212,3990,332,16560,740,66138,126268,-657,212.47,-598.76,-713,0.942026,0.587173,-1092,169,2088967,5504,377,18173,605,32500,32739,-1004,21.8283,-1003.56,-997,-0.000568093,0.0624716,-1098,-914,32739,490833,26272,1290110,36584,2334325,2386058,-1003,26.3213,-1003.13,-1005,0.00725928,0.119947,-1141,-845,2386059,36,8,446,43,13422,34860,-942,25.6575,-942.148,-942,-0.049354,0.0797942,-1053,-840,34868,0,0,0,0,128,30415,-886,23.2102,-886.562,-882,-0.0292184,0.0810699,-981,-785,33385,0,0,0,0,0,2155,-821,23.1581,-820.758,-818,0.00478017,0.260874,-922,-710,33139,0,0,0,0,0,16,-778,23.1892,-777.809,-783,0.0241645,0.141522,-871,-664,32668,0,0,0,0,0,0,-688,26.3425,-687.331,-687,0.00783824,0.126397,-806,-580,32883,0,0,0,0,0,0,121,34.9117,120.86,127,-0.039371,0.0469944,-16,246,33101,0,0,0,0,0,0,215,31.7975,214.685,213,-0.0712562,-0.00238981,65,369,32760,0,0,0,0,0,0,672,34.4158,672.219,671,-0.0137782,0.204866,526,837,31934,12948,1978,153616,9591,342179,342378,-999,14.5363,-998.647,-999,0.00196955,0.0955545,-1066,-924,342378,0,0,0,0,-635,34.4232,-633.499,-640,0.251822,0.195554,-879,-415,38871997,0,0,0,0,-636,34.3094,-634.47,-640,0.270144,0.239775,-879,-424,20544679,0,0,0,0,-634,34.5178,-632.41,-640,0.231208,0.151951,-856,-415,18327318,11120,842,41193,1678,-990,26.2555,-990.139,-989,0.0148993,0.0884108,-1114,-865,119147,0.84,1.202,1.762,2.006,3.122,4.719,5.61,6.333,10.24,1.163,1.694,2.57,2.972,5.071,9.391,12.053,14.081,25,2.50003,24.0679,4.52687,43.5805
Z:\SierenLab\FOVKyotoScans\1024IR3rs\1024_DFOV_400_IR3_resampled.nii.gz,0,0,0,0,0,0,-4,30.6095,-4.26046,0,-0.00659718,0.231894,-136,129,32991,0,0,0,0,0,0,-4,30.1561,-4.50256,0,-0.0300114,0.134637,-124,132,33457,4120,274,16804,758,66884,127096,-658,210.842,-600.887,-715,0.941981,0.626508,-1089,178,2080976,5569,394,18625,591,33356,33588,-1004,21.5831,-1003.49,-995,0.0154062,0.0430096,-1096,-917,33588,487073,26514,1289020,36663,2323606,2372038,-1003,26.0801,-1003.3,-1002,0.00652652,0.126253,-1140,-839,2372042,35,4,439,36,12279,32153,-942,25.535,-942.013,-937,-0.0748431,0.0768673,-1051,-837,32162,0,0,0,0,131,30041,-886,22.9843,-886.694,-889,-0.0439824,0.0999146,-981,-781,32896,0,0,0,0,0,2077,-821,22.8634,-820.998,-827,-0.000305114,0.25808,-922,-713,32832,0,0,0,0,0,13,-778,23.0341,-777.801,-777,0.000224933,0.134465,-879,-670,33630,0,0,0,0,0,0,-688,26.1906,-687.382,-691,0.00434515,0.139416,-794,-575,32568,0,0,0,0,0,0,122,34.4652,121.29,125,-0.0463476,0.0711931,-16,253,33508,0,0,0,0,0,0,215,31.9848,215.078,206,-0.0404598,0.0717173,65,377,33930,0,0,0,0,0,0,672,34.6889,671.958,675,0.00263576,0.219433,529,848,32869,12759,2071,168450,10629,373915,374067,-999,14.06,-998.779,-999,-0.00422291,0.147649,-1067,-925,374067,0,0,0,0,-636,33.7152,-634.761,-639,0.245324,0.220094,-877,-416,37118020,0,0,0,0,-637,33.7005,-635.598,-642,0.265293,0.258224,-877,-416,19612373,0,0,0,0,-635,33.707,-633.823,-639,0.223467,0.18269,-876,-423,17505647,8235,558,31078,1363,-990,26.1367,-989.889,-991,0.00911766,0.109306,-1110,-871,90792,0.837,1.199,1.76,2.005,3.119,4.716,5.638,6.422,10.24,1.159,1.69,2.572,2.978,5.102,9.484,12.079,14.177,25,2.51901,24.3389,4.67255,45.1466
Z:\SierenLab\FOVKyotoScans\1024IR3rs\1024_DFOV_450_IR3_resampled.nii.gz,0,0,0,0,0,0,-4,29.909,-4.19592,0,-0.00566988,0.216049,-129,126,33540,0,0,0,0,0,0,-4,29.4142,-4.2134,0,-0.0204994,0.13634,-128,125,32620,3902,290,16322,768,66280,126384,-657,211.817,-599.183,-710,0.937741,0.590464,-1086,171,2086930,5352,424,18610,611,33215,33434,-1004,21.1842,-1003.46,-1002,0.0277507,0.0479256,-1092,-920,33434,473603,26486,1288666,37362,2331544,2376758,-1003,25.5981,-1003.15,-1003,0.00821994,0.12939,-1139,-871,2376758,26,3,379,37,12356,32774,-942,24.9754,-941.873,-943,-0.0761511,0.0524951,-1051,-840,32780,0,0,0,0,91,30331,-886,22.6162,-886.446,-881,-0.0236333,0.0986852,-979,-792,33146,0,0,0,0,0,2054,-821,22.5128,-820.886,-822,-0.0221863,0.29154,-928,-716,33940,0,0,0,0,0,10,-778,22.5597,-777.764,-780,0.0108733,0.131101,-872,-679,33696,0,0,0,0,0,0,-687,25.6479,-687.167,-687,0.0111311,0.143185,-789,-580,32520,0,0,0,0,0,0,121,34.0551,120.937,118,-0.0371376,0.0597238,-5,260,33256,0,0,0,0,0,0,215,31.4497,214.768,210,-0.0833954,0.0195304,63,337,32728,0,0,0,0,0,0,672,34.2678,671.888,671,-0.0220756,0.208299,533,843,31938,5945,1001,93989,6365,213768,213866,-998,13.5835,-998.478,-997,-0.00372143,0.23996,-1076,-927,213866,0,0,0,0,-635,34.3892,-632.815,-639,0.28291,0.20821,-885,-409,39330106,0,0,0,0,-636,34.284,-633.805,-639,0.302705,0.256223,-885,-409,20766789,0,0,0,0,-634,34.4728,-631.706,-638,0.260889,0.161011,-855,-431,18563317,9942,727,39684,1741,-989,25.6553,-989.281,-989,0.0276479,0.0979608,-1104,-869,119905,0.826,1.182,1.734,1.975,3.069,4.614,5.484,6.198,10.24,1.161,1.695,2.58,2.987,5.117,9.468,12.068,14.18,25,2.56113,24.7212,4.82644,46.587
