Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
586	:	1772302678.818	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.2 0.4 ./1024/450/m02_04 
587	:	1772302678.821	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.2 0.5 ./1024/450/m02_05 
588	:	1772302678.825	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.2 0.6 ./1024/450/m02_06 
589	:	1772302678.828	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.2 0.7 ./1024/450/m02_07 
590	:	1772302678.831	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.2 0.8 ./1024/450/m02_08 
591	:	1772302678.834	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.2 0.9 ./1024/450/m02_09 
592	:	1772302678.837	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.3 0.4 ./1024/450/m03_04 
593	:	1772302678.840	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.3 0.5 ./1024/450/m03_05 
594	:	1772302678.843	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.3 0.6 ./1024/450/m03_06 
595	:	1772302678.846	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.3 0.7 ./1024/450/m03_07 
596	:	1772302678.849	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.3 0.8 ./1024/450/m03_08 
597	:	1772302678.852	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.3 0.9 ./1024/450/m03_09 
598	:	1772302678.855	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.4 0.5 ./1024/450/m04_05 
599	:	1772302678.859	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.4 0.6 ./1024/450/m04_06 
600	:	1772302678.862	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.4 0.7 ./1024/450/m04_07 
601	:	1772302678.865	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.4 0.8 ./1024/450/m04_08 
602	:	1772302678.868	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.4 0.9 ./1024/450/m04_09 
603	:	1772302678.871	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.5 0.6 ./1024/450/m05_06 
604	:	1772302678.874	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.5 0.7 ./1024/450/m05_07 
605	:	1772302678.877	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.5 0.8 ./1024/450/m05_08 
606	:	1772302678.880	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.5 0.9 ./1024/450/m05_09 
607	:	1772302678.883	     0.007	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.6 0.7 ./1024/450/m06_07 
608	:	1772302678.886	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.6 0.8 ./1024/450/m06_08 
609	:	1772302678.889	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.6 0.9 ./1024/450/m06_09 
610	:	1772302678.892	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.7 0.8 ./1024/450/m07_08 
611	:	1772302678.895	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.7 0.9 ./1024/450/m07_09 
612	:	1772302678.899	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.8 0.9 ./1024/450/m08_09 
613	:	1772302678.902	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.1 0.2 ./512/450/m01_02 
614	:	1772302678.905	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.1 0.3 ./512/450/m01_03 
615	:	1772302678.908	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.1 0.4 ./512/450/m01_04 
616	:	1772302678.911	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.1 0.5 ./512/450/m01_05 
617	:	1772302678.914	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.1 0.6 ./512/450/m01_06 
618	:	1772302678.917	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.1 0.7 ./512/450/m01_07 
619	:	1772302678.920	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.1 0.8 ./512/450/m01_08 
620	:	1772302678.924	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.1 0.9 ./512/450/m01_09 
621	:	1772302678.927	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.2 0.3 ./512/450/m02_03 
622	:	1772302678.930	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.2 0.4 ./512/450/m02_04 
623	:	1772302678.933	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.2 0.5 ./512/450/m02_05 
624	:	1772302678.936	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.2 0.6 ./512/450/m02_06 
625	:	1772302678.939	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.2 0.7 ./512/450/m02_07 
626	:	1772302678.942	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.2 0.8 ./512/450/m02_08 
627	:	1772302678.945	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.2 0.9 ./512/450/m02_09 
628	:	1772302678.948	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.3 0.4 ./512/450/m03_04 
629	:	1772302678.951	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.3 0.5 ./512/450/m03_05 
630	:	1772302678.954	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.3 0.6 ./512/450/m03_06 
631	:	1772302678.957	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.3 0.7 ./512/450/m03_07 
632	:	1772302678.960	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.3 0.8 ./512/450/m03_08 
633	:	1772302678.963	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.3 0.9 ./512/450/m03_09 
634	:	1772302678.966	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.4 0.5 ./512/450/m04_05 
635	:	1772302678.969	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.4 0.6 ./512/450/m04_06 
636	:	1772302678.972	     0.007	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.4 0.7 ./512/450/m04_07 
637	:	1772302678.976	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.4 0.8 ./512/450/m04_08 
638	:	1772302678.979	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.4 0.9 ./512/450/m04_09 
639	:	1772302678.982	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.5 0.6 ./512/450/m05_06 
640	:	1772302678.985	     0.007	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.5 0.7 ./512/450/m05_07 
641	:	1772302678.989	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.5 0.8 ./512/450/m05_08 
642	:	1772302678.992	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.5 0.9 ./512/450/m05_09 
643	:	1772302678.995	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.6 0.7 ./512/450/m06_07 
644	:	1772302678.998	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.6 0.8 ./512/450/m06_08 
645	:	1772302679.001	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.6 0.9 ./512/450/m06_09 
646	:	1772302679.004	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.7 0.8 ./512/450/m07_08 
647	:	1772302679.011	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.7 0.9 ./512/450/m07_09 
648	:	1772302679.014	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512/512_DFOV_450.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_450.x.mtf_curve.csv 1024 1039 366 493 375\,485 1.0 0.8 0.9 ./512/450/m08_09 
649	:	1772302679.016	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.1 0.2 ./1024/400/m01_02 
650	:	1772302679.020	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.1 0.3 ./1024/400/m01_03 
651	:	1772302679.023	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.1 0.4 ./1024/400/m01_04 
652	:	1772302679.026	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.1 0.5 ./1024/400/m01_05 
653	:	1772302679.029	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.1 0.6 ./1024/400/m01_06 
654	:	1772302679.032	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.1 0.7 ./1024/400/m01_07 
655	:	1772302679.035	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.1 0.8 ./1024/400/m01_08 
656	:	1772302679.039	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.1 0.9 ./1024/400/m01_09 
657	:	1772302679.042	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.2 0.3 ./1024/400/m02_03 
658	:	1772302679.045	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.2 0.4 ./1024/400/m02_04 
659	:	1772302679.048	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.2 0.5 ./1024/400/m02_05 
660	:	1772302679.051	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.2 0.6 ./1024/400/m02_06 
661	:	1772302679.054	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.2 0.7 ./1024/400/m02_07 
662	:	1772302679.057	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.2 0.8 ./1024/400/m02_08 
663	:	1772302679.060	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.2 0.9 ./1024/400/m02_09 
664	:	1772302679.063	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.3 0.4 ./1024/400/m03_04 
665	:	1772302679.066	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.3 0.5 ./1024/400/m03_05 
666	:	1772302679.069	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.3 0.6 ./1024/400/m03_06 
667	:	1772302679.072	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.3 0.7 ./1024/400/m03_07 
668	:	1772302679.076	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.3 0.8 ./1024/400/m03_08 
669	:	1772302679.078	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.3 0.9 ./1024/400/m03_09 
670	:	1772302679.081	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.4 0.5 ./1024/400/m04_05 
671	:	1772302679.084	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.4 0.6 ./1024/400/m04_06 
672	:	1772302679.087	     0.007	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.4 0.7 ./1024/400/m04_07 
673	:	1772302679.090	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.4 0.8 ./1024/400/m04_08 
674	:	1772302679.093	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.4 0.9 ./1024/400/m04_09 
675	:	1772302679.096	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024/1024_DFOV_400.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400.x.mtf_curve.csv 1024 1039 348 490 359\,483 1.0 0.5 0.6 ./1024/400/m05_06 
