Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
1173	:	1772302680.645	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.3 0.9 ./1024/r400/m03_09 
1174	:	1772302680.648	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.4 0.5 ./1024/r400/m04_05 
1175	:	1772302680.651	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.4 0.6 ./1024/r400/m04_06 
1176	:	1772302680.654	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.4 0.7 ./1024/r400/m04_07 
1177	:	1772302680.657	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.4 0.8 ./1024/r400/m04_08 
1178	:	1772302680.660	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.4 0.9 ./1024/r400/m04_09 
1179	:	1772302680.663	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.5 0.6 ./1024/r400/m05_06 
1180	:	1772302680.666	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.5 0.7 ./1024/r400/m05_07 
1181	:	1772302680.669	     0.007	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.5 0.8 ./1024/r400/m05_08 
1182	:	1772302680.672	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.5 0.9 ./1024/r400/m05_09 
1183	:	1772302680.675	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.6 0.7 ./1024/r400/m06_07 
1184	:	1772302680.678	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.6 0.8 ./1024/r400/m06_08 
1185	:	1772302680.681	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.6 0.9 ./1024/r400/m06_09 
1186	:	1772302680.684	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.7 0.8 ./1024/r400/m07_08 
1187	:	1772302680.687	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.7 0.9 ./1024/r400/m07_09 
1188	:	1772302680.690	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.8 0.9 ./1024/r400/m08_09 
1189	:	1772302680.694	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.1 0.2 ./512/r400/m01_02 
1190	:	1772302680.697	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.1 0.3 ./512/r400/m01_03 
1191	:	1772302680.700	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.1 0.4 ./512/r400/m01_04 
1192	:	1772302680.703	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.1 0.5 ./512/r400/m01_05 
1193	:	1772302680.706	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.1 0.6 ./512/r400/m01_06 
1194	:	1772302680.709	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.1 0.7 ./512/r400/m01_07 
1195	:	1772302680.712	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.1 0.8 ./512/r400/m01_08 
1196	:	1772302680.715	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.1 0.9 ./512/r400/m01_09 
1197	:	1772302680.718	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.2 0.3 ./512/r400/m02_03 
1198	:	1772302680.721	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.2 0.4 ./512/r400/m02_04 
1199	:	1772302680.724	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.2 0.5 ./512/r400/m02_05 
1200	:	1772302680.727	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.2 0.6 ./512/r400/m02_06 
1201	:	1772302680.730	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.2 0.7 ./512/r400/m02_07 
1202	:	1772302680.733	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.2 0.8 ./512/r400/m02_08 
1203	:	1772302680.736	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.2 0.9 ./512/r400/m02_09 
1204	:	1772302680.739	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.3 0.4 ./512/r400/m03_04 
1205	:	1772302680.742	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.3 0.5 ./512/r400/m03_05 
1206	:	1772302680.745	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.3 0.6 ./512/r400/m03_06 
1207	:	1772302680.748	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.3 0.7 ./512/r400/m03_07 
1208	:	1772302680.751	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.3 0.8 ./512/r400/m03_08 
1209	:	1772302680.754	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.3 0.9 ./512/r400/m03_09 
1210	:	1772302680.757	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.4 0.5 ./512/r400/m04_05 
1211	:	1772302680.761	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.4 0.6 ./512/r400/m04_06 
1212	:	1772302680.764	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.4 0.7 ./512/r400/m04_07 
1213	:	1772302680.767	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.4 0.8 ./512/r400/m04_08 
1214	:	1772302680.770	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.4 0.9 ./512/r400/m04_09 
1215	:	1772302680.773	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.5 0.6 ./512/r400/m05_06 
1216	:	1772302680.776	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.5 0.7 ./512/r400/m05_07 
1217	:	1772302680.779	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.5 0.8 ./512/r400/m05_08 
1218	:	1772302680.782	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.5 0.9 ./512/r400/m05_09 
1219	:	1772302680.785	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.6 0.7 ./512/r400/m06_07 
1220	:	1772302680.788	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.6 0.8 ./512/r400/m06_08 
1221	:	1772302680.791	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.6 0.9 ./512/r400/m06_09 
1222	:	1772302680.794	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.7 0.8 ./512/r400/m07_08 
1223	:	1772302680.797	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.7 0.9 ./512/r400/m07_09 
1224	:	1772302680.800	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/512rs/512_DFOV_400_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/512/512_DFOV_400_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.8 0.9 ./512/r400/m08_09 
1225	:	1772302680.803	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.1 0.2 ./1024/r350/m01_02 
1226	:	1772302680.806	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.1 0.3 ./1024/r350/m01_03 
1227	:	1772302680.809	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.1 0.4 ./1024/r350/m01_04 
1228	:	1772302680.812	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.1 0.5 ./1024/r350/m01_05 
1229	:	1772302680.815	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.1 0.6 ./1024/r350/m01_06 
1230	:	1772302680.818	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.1 0.7 ./1024/r350/m01_07 
1231	:	1772302680.821	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.1 0.8 ./1024/r350/m01_08 
1232	:	1772302680.825	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.1 0.9 ./1024/r350/m01_09 
1233	:	1772302680.828	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.2 0.3 ./1024/r350/m02_03 
1234	:	1772302680.831	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.2 0.4 ./1024/r350/m02_04 
1235	:	1772302680.834	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.2 0.5 ./1024/r350/m02_05 
1236	:	1772302680.837	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.2 0.6 ./1024/r350/m02_06 
1237	:	1772302680.840	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.2 0.7 ./1024/r350/m02_07 
1238	:	1772302680.843	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.2 0.8 ./1024/r350/m02_08 
1239	:	1772302680.846	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.2 0.9 ./1024/r350/m02_09 
1240	:	1772302680.849	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.3 0.4 ./1024/r350/m03_04 
1241	:	1772302680.852	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.3 0.5 ./1024/r350/m03_05 
1242	:	1772302680.855	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.3 0.6 ./1024/r350/m03_06 
1243	:	1772302680.858	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.3 0.7 ./1024/r350/m03_07 
1244	:	1772302680.862	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.3 0.8 ./1024/r350/m03_08 
1245	:	1772302680.865	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.3 0.9 ./1024/r350/m03_09 
1246	:	1772302680.868	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.4 0.5 ./1024/r350/m04_05 
1247	:	1772302680.871	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.4 0.6 ./1024/r350/m04_06 
1248	:	1772302680.874	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.4 0.7 ./1024/r350/m04_07 
1249	:	1772302680.877	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.4 0.8 ./1024/r350/m04_08 
1250	:	1772302680.880	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.4 0.9 ./1024/r350/m04_09 
1251	:	1772302680.883	     0.007	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.5 0.6 ./1024/r350/m05_06 
1252	:	1772302680.886	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.5 0.7 ./1024/r350/m05_07 
1253	:	1772302680.890	     0.005	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.5 0.8 ./1024/r350/m05_08 
1254	:	1772302680.892	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.5 0.9 ./1024/r350/m05_09 
1255	:	1772302680.896	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.6 0.7 ./1024/r350/m06_07 
1256	:	1772302680.898	     0.006	0	0	1	0	FrequencyAnalysis /home/jkitzmann/data/2-28/1024rs/1024_DFOV_350_resampled.nii.gz /home/jkitzmann/data/2-28/passResults/mtf/1024/1024_DFOV_350_resampled.x.mtf_curve.csv 512 1039 191 248 194\,245 1.0 0.6 0.8 ./1024/r350/m06_08 
