name,slice,fxmax,fymax,aR,aA,aI,aJ,bR,bA,bI,bJ,size,bpe,lpe,ef
512_DFOV_300_resampled.nii.gz,1065,0.512,0.512,57.2,189.3,197,243,54.9,191,199,242,5,4.28916e+06,7.14206e+06,0.375215
