name,slice,fxmax,fymax,aR,aA,aI,aJ,bR,bA,bI,bJ,size,bpe,lpe,ef
512_DFOV_200.nii.gz,767,1.28,1.28,77.2,191.9,58,219,77.2,184.3,58,238,36,4.16352e+08,1.59053e+11,0.00261086
