name,slice,fxmax,fymax,aR,aA,aI,aJ,bR,bA,bI,bJ,size,bpe,lpe,ef
1024_DFOV_300_IR3.nii.gz,1019,1.70667,1.70667,81.3,183.9,234,490,72.4,177.5,264,512,75,2.63055e+10,2.50214e+12,0.0104038
