name,slice,fxmax,fymax,aR,aA,aI,aJ,bR,bA,bI,bJ,size,bpe,lpe,ef
1024_DFOV_350_IR3_resampled.nii.gz,1350,1.024,1.024,70.6,205.4,213,301,65.6,205.5,224,301,20,6.79107e+06,3.9983e+09,0.00169561
