name,slice,fxmax,fymax,aR,aA,aI,aJ,bR,bA,bI,bJ,size,bpe,lpe,ef
512_DFOV_250.nii.gz,1350,1.024,1.024,70.6,205.4,111,198,65.6,205.5,121,198,20,4.09921e+07,3.83583e+09,0.0105736
