name,slice,fxmax,fymax,aR,aA,aI,aJ,bR,bA,bI,bJ,size,bpe,lpe,ef
1024_DFOV_200_IR3_resampled.nii.gz,1019,1.024,1.024,81.3,183.9,38,191,72.4,177.5,56,205,45,1.63245e+08,3.39724e+11,0.000480291
