name,slice,fxmax,fymax,aR,aA,aI,aJ,bR,bA,bI,bJ,size,bpe,lpe,ef
1024_DFOV_200.nii.gz,1019,2.56,2.56,81.3,183.9,95,479,72.4,177.5,141,512,108,2.94707e+09,1.17318e+13,0.000251141
