name,slice,fxmax,fymax,aR,aA,aI,aJ,bR,bA,bI,bJ,size,bpe,lpe,ef
1024_DFOV_400_IR3_resampled.nii.gz,953,1.024,1.024,63.4,185.3,279,393,59.8,186.2,287,391,16,3.26461e+08,3.65568e+09,0.0819815
