name,slice,fxmax,fymax,aR,aA,aI,aJ,bR,bA,bI,bJ,size,bpe,lpe,ef
512_DFOV_400_IR3.nii.gz,767,0.64,0.64,77.2,191.9,157,237,77.2,184.3,157,247,20,1.61481e+08,1.4187e+10,0.0112543
